Date,Description,Deposits,Withdrawls,Balance,Category
21-Aug-20,NEFT,"63,677.91",00.00,"14,34,972.97",Transport
21-Aug-20,Cheque,00.00,"2,04,996.14","12,29,976.83",Transport
21-Aug-20,NEFT,00.00,"1,75,710.98","10,54,265.85",Transport
21-Aug-20,Transfer,"9,002.50",00.00,"10,63,268.35",Transport
21-Aug-20,Debit Card,00.00,"1,77,211.39","8,86,056.96",Transport
21-Aug-20,Cheque,"2,98,564.00",00.00,"11,84,620.96",Transport
21-Aug-20,Transfer,00.00,"1,97,436.83","9,87,184.13",Transport
21-Aug-20,Transfer,00.00,"1,97,436.83","7,89,747.30",Transport
21-Aug-20,Cash,00.00,"7,89,747.30",00.00,Transport
21-Aug-20,Reversal,"1,94,534.00",00.00,"1,94,534.00",Transport
21-Aug-20,IMPS,00.00,"24,316.75","1,70,217.25",Transport
21-Aug-20,IMPS,09.25,00.00,"1,70,226.50",Transport
21-Aug-20,Debit Card,00.00,"17,022.65","1,53,203.85",Transport
21-Aug-20,IMPS,00.00,"21,886.26","1,31,317.59",Transport
21-Aug-20,IMPS,00.00,"65,658.80","65,658.80",Transport
21-Aug-20,Tax,36.12,00.00,"65,694.92",Transport
21-Aug-20,RTGS,"93,975.00",00.00,"1,59,669.92",Transport
21-Aug-20,ATM,00.00,"19,958.74","1,39,711.18",Transport
21-Aug-20,Purchase,"10,70,024.75",00.00,"12,09,735.93",Transport
21-Aug-20,Transportellaneous,00.00,"1,51,216.99","10,58,518.94",Transport
21-Aug-20,Reversal,00.00,"10,58,518.94",00.00,Transport
21-Aug-20,Debit Card,"2,09,014.00",00.00,"2,09,014.00",Transport
21-Aug-20,RTGS,00.00,"20,901.40","1,88,112.60",Transport
21-Aug-20,NEFT,"4,258.00",00.00,"1,92,370.60",Transport
21-Aug-20,RTGS,00.00,"19,237.06","1,73,133.54",Transport
21-Aug-20,Commission,00.00,"86,566.77","86,566.77",Transport
21-Aug-20,Cash,263.7,00.00,"86,830.47",Transport
21-Aug-20,Transfer,"1,49,670.00",00.00,"2,36,500.47",Transport
21-Aug-20,Commission,00.00,"78,833.49","1,57,666.98",Transport
21-Aug-20,Transportellaneous,00.00,"22,523.85","1,35,143.13",Transport
21-Aug-20,Bill,02.83,00.00,"1,35,145.96",Transport
21-Aug-20,Bill,53.11,00.00,"1,35,199.07",Transport
21-Aug-20,NEFT,"1,85,008.90",00.00,"3,20,207.97",Transport
21-Aug-20,Reversal,139,00.00,"3,20,346.97",Transport
21-Aug-20,Transportellaneous,04.80,00.00,"3,20,351.77",Transport
21-Aug-20,Transportellaneous,00.00,"80,087.94","2,40,263.83",Transport
21-Aug-20,Bill,15.12,00.00,"2,40,278.95",Transport
21-Aug-20,Cash,00.00,"60,069.74","1,80,209.21",Transport
21-Aug-20,NEFT,347,00.00,"1,80,556.21",Transport
21-Aug-20,Interest,"21,316.46",00.00,"2,01,872.67",Transport
21-Aug-20,IMPS,01.70,00.00,"2,01,874.37",Transport
21-Aug-20,Interest,00.44,00.00,"2,01,874.81",Transport
21-Aug-20,Debit Card,07.00,00.00,"2,01,881.81",Transport
21-Aug-20,IMPS,00.00,"1,00,940.91","1,00,940.90",Transport
21-Aug-20,NEFT,06.44,00.00,"1,00,947.34",Transport
21-Aug-20,Purchase,00.00,"33,649.11","67,298.23",Transport
21-Aug-20,ATM,00.00,"9,614.03","57,684.20",Transport
21-Aug-20,Transportellaneous,02.60,00.00,"57,686.80",Transport
21-Aug-20,Debit Card,00.00,"14,421.70","43,265.10",Transport
21-Aug-20,Cheque,00.00,"7,210.85","36,054.25",Transport
21-Aug-20,Purchase,36,00.00,"36,090.25",Transport
21-Aug-20,ATM,208.61,00.00,"36,298.86",Transport
21-Aug-20,Transportellaneous,00.00,"18,149.43","18,149.43",Transport
21-Aug-20,Tax,00.00,"18,149.43",00.00,Transport
21-Aug-20,Cash,"8,487.81",00.00,"8,487.81",Transport
21-Aug-20,Interest,06.61,00.00,"8,494.42",Transport
21-Aug-20,Bill,33,00.00,"8,527.42",Transport
21-Aug-20,Purchase,"29,988.00",00.00,"38,515.42",Transport
21-Aug-20,Tax,21.1,00.00,"38,536.52",Transport
21-Aug-20,Tax,"23,286.10",00.00,"61,822.62",Transport
21-Aug-20,Debit Card,00.00,"10,303.77","51,518.85",Transport
21-Aug-20,Debit Card,347.7,00.00,"51,866.55",Transport
21-Aug-20,Debit Card,00.00,"7,409.51","44,457.04",Transport
21-Aug-20,Transportellaneous,00.00,"11,114.26","33,342.78",Transport
21-Aug-20,Tax,00.00,"6,668.56","26,674.22",Transport
21-Aug-20,RTGS,00.00,"2,963.80","23,710.42",Transport
21-Aug-20,Cash,00.00,"2,371.04","21,339.38",Transport
21-Aug-20,Debit Card,466,00.00,"21,805.38",Transport
21-Aug-20,Purchase,00.00,"2,422.82","19,382.56",Transport
21-Aug-20,Commission,"6,55,348.00",00.00,"6,74,730.56",Transport
21-Aug-20,Transfer,167,00.00,"6,74,897.56",Transport
21-Aug-20,Bill,00.00,"1,12,482.93","5,62,414.63",Transport
21-Aug-20,Reversal,00.00,"1,12,482.93","4,49,931.70",Transport
21-Aug-20,Cheque,00.00,"4,49,931.70",00.00,Transport
21-Aug-20,Transfer,04.60,00.00,04.60,Transport
21-Aug-20,IMPS,456.34,00.00,460.94,Transport
21-Aug-20,Cheque,00.00,57.62,403.32,Transport
22-Aug-20,Purchase,00.00,100.83,302.49,Transport
22-Aug-20,Bill,"19,81,317.80",00.00,"19,81,620.29",Transport
22-Aug-20,Transfer,453,00.00,"19,82,073.29",Transport
22-Aug-20,Purchase,308,00.00,"19,82,381.29",Transport
22-Aug-20,Transfer,05.00,00.00,"19,82,386.29",Transport
22-Aug-20,Interest,00.00,"3,96,477.26","15,85,909.03",Transport
22-Aug-20,Cheque,05.36,00.00,"15,85,914.39",Transport
22-Aug-20,Transportellaneous,00.00,"3,17,182.88","12,68,731.51",Transport
22-Aug-20,Bill,"15,733.50",00.00,"12,84,465.01",Transport
22-Aug-20,Debit Card,00.00,"2,56,893.00","10,27,572.01",Transport
22-Aug-20,Interest,00.00,"1,71,262.00","8,56,310.01",Transport
22-Aug-20,Tax,00.00,"8,56,310.01",00.00,Transport
22-Aug-20,Cheque,06.10,00.00,06.10,Transport
22-Aug-20,NEFT,00.00,03.05,03.05,Transport
22-Aug-20,Bill,00.00,01.53,01.52,Transport
23-Aug-20,Bill,00.00,00.38,01.14,Transport
23-Aug-20,RTGS,00.00,00.16,00.98,Transport
23-Aug-20,Tax,52.57,00.00,53.55,Transport
23-Aug-20,RTGS,00.00,07.65,45.9,Transport
23-Aug-20,NEFT,18,00.00,63.9,Transport
23-Aug-20,RTGS,59.41,00.00,123.31,Transport
23-Aug-20,Purchase,297.5,00.00,420.81,Transport
23-Aug-20,IMPS,33.95,00.00,454.76,Transport
23-Aug-20,Interest,00.00,454.76,00.00,Transport
23-Aug-20,Transportellaneous,57,00.00,57,Transport
23-Aug-20,Reversal,"9,486.00",00.00,"9,543.00",Transport
23-Aug-20,IMPS,"1,90,201.70",00.00,"1,99,744.70",Transport
23-Aug-20,Interest,"3,78,589.25",00.00,"5,78,333.95",Transport
23-Aug-20,Purchase,223.79,00.00,"5,78,557.74",Transport
23-Aug-20,Bill,46.69,00.00,"5,78,604.43",Transport
23-Aug-20,Transportellaneous,00.00,"72,325.55","5,06,278.88",Transport
23-Aug-20,IMPS,00.00,"84,379.81","4,21,899.07",Transport
23-Aug-20,Transportellaneous,"24,681.00",00.00,"4,46,580.07",Transport
23-Aug-20,RTGS,46.75,00.00,"4,46,626.82",Transport
23-Aug-20,Tax,00.00,"74,437.80","3,72,189.02",Transport
23-Aug-20,Purchase,00.00,"1,86,094.51","1,86,094.51",Transport
23-Aug-20,Commission,"2,01,518.00",00.00,"3,87,612.51",Transport
23-Aug-20,Reversal,00.00,"38,761.25","3,48,851.26",Transport
23-Aug-20,IMPS,171.9,00.00,"3,49,023.16",Transport
23-Aug-20,Purchase,419.1,00.00,"3,49,442.26",Transport
23-Aug-20,Interest,00.00,"38,826.92","3,10,615.34",Transport
23-Aug-20,Cash,00.00,"77,653.84","2,32,961.50",Transport
23-Aug-20,Transportellaneous,00.00,"23,296.15","2,09,665.35",Transport
23-Aug-20,Purchase,00.00,"1,04,832.68","1,04,832.68",Transport
23-Aug-20,Debit Card,00.00,"20,966.54","83,866.14",Transport
23-Aug-20,Transfer,"3,351.42",00.00,"87,217.56",Transport
23-Aug-20,Tax,"15,99,028.00",00.00,"16,86,245.56",Transport
23-Aug-20,Reversal,21.9,00.00,"16,86,267.46",Transport
23-Aug-20,Interest,01.30,00.00,"16,86,268.76",Transport
23-Aug-20,Transportellaneous,"1,10,661.20",00.00,"17,96,929.96",Transport
23-Aug-20,Transportellaneous,"10,582.20",00.00,"18,07,512.16",Transport
23-Aug-20,Commission,07.00,00.00,"18,07,519.16",Transport
23-Aug-20,Interest,00.00,"2,00,835.46","16,06,683.70",Transport
23-Aug-20,Transportellaneous,00.00,"8,03,341.85","8,03,341.85",Transport
23-Aug-20,IMPS,"3,806.27",00.00,"8,07,148.12",Transport
23-Aug-20,Transportellaneous,00.00,"1,00,893.52","7,06,254.60",Transport
23-Aug-20,Tax,00.00,"88,281.83","6,17,972.78",Transport
23-Aug-20,Interest,00.00,"1,54,493.20","4,63,479.58",Transport
23-Aug-20,Tax,36.45,00.00,"4,63,516.03",Transport
23-Aug-20,Tax,00.00,"51,501.78","4,12,014.25",Transport
23-Aug-20,Reversal,00.00,"4,12,014.25",00.00,Transport
23-Aug-20,Tax,20.99,00.00,20.99,Transport
23-Aug-20,Cheque,07.50,00.00,28.49,Transport
23-Aug-20,Commission,"2,34,063.00",00.00,"2,34,091.49",Transport
23-Aug-20,Tax,01.30,00.00,"2,34,092.79",Transport
23-Aug-20,IMPS,"3,159.00",00.00,"2,37,251.79",Transport
23-Aug-20,Bill,00.00,"23,725.18","2,13,526.61",Transport
23-Aug-20,Interest,31.9,00.00,"2,13,558.51",Transport
23-Aug-20,Debit Card,00.00,"23,728.72","1,89,829.79",Transport
23-Aug-20,Interest,406.8,00.00,"1,90,236.59",Transport
23-Aug-20,Interest,00.00,"95,118.30","95,118.30",Transport
23-Aug-20,Purchase,"30,921.47",00.00,"1,26,039.77",Transport
23-Aug-20,Interest,00.00,"12,603.98","1,13,435.79",Transport
23-Aug-20,Transportellaneous,00.00,"14,179.47","99,256.32",Transport
23-Aug-20,Cheque,00.00,"11,028.48","88,227.84",Transport
23-Aug-20,Commission,00.00,"14,704.64","73,523.20",Transport
23-Aug-20,RTGS,00.00,"12,253.87","61,269.33",Transport
23-Aug-20,Tax,00.00,"6,126.93","55,142.40",Transport
23-Aug-20,Purchase,00.00,"27,571.20","27,571.20",Transport
24-Aug-20,Tax,"9,075.07",00.00,"36,646.27",Transport
24-Aug-20,Purchase,"2,22,086.00",00.00,"2,58,732.27",Transport
24-Aug-20,Interest,"7,79,073.80",00.00,"10,37,806.07",Transport
24-Aug-20,Transfer,00.00,"5,18,903.04","5,18,903.04",Transport
24-Aug-20,Transfer,00.00,"5,18,903.04",00.00,Transport
24-Aug-20,Transportellaneous,57,00.00,57,Transport
24-Aug-20,Cash,00.00,11.4,45.6,Transport
24-Aug-20,Reversal,"2,24,476.31",00.00,"2,24,521.91",Transport
24-Aug-20,Transportellaneous,"1,38,805.28",00.00,"3,63,327.19",Transport
24-Aug-20,Interest,387,00.00,"3,63,714.19",Transport
24-Aug-20,ATM,00.00,"1,81,857.10","1,81,857.10",Transport
24-Aug-20,Cash,147.9,00.00,"1,82,005.00",Transport
24-Aug-20,Purchase,"6,10,829.25",00.00,"7,92,834.25",Transport
24-Aug-20,Reversal,00.00,"1,58,566.85","6,34,267.40",Transport
24-Aug-20,Cheque,00.00,"2,11,422.47","4,22,844.93",Transport
24-Aug-20,Cash,00.00,"1,05,711.23","3,17,133.70",Transport
24-Aug-20,Debit Card,00.00,"52,855.62","2,64,278.08",Transport
24-Aug-20,IMPS,00.00,"66,069.52","1,98,208.56",Transport
24-Aug-20,Debit Card,418.2,00.00,"1,98,626.76",Transport
25-Aug-20,Purchase,59.32,00.00,"1,98,686.08",Transport
25-Aug-20,Cheque,"1,90,294.40",00.00,"3,88,980.48",Transport
25-Aug-20,Reversal,"9,60,797.00",00.00,"13,49,777.48",Transport
25-Aug-20,Cheque,00.00,"1,68,722.19","11,81,055.30",Transport
25-Aug-20,Transfer,00.00,"1,31,228.37","10,49,826.93",Transport
25-Aug-20,Tax,00.00,"1,74,971.16","8,74,855.77",Transport
25-Aug-20,Purchase,00.00,"1,45,809.30","7,29,046.48",Transport
25-Aug-20,Bill,00.00,"2,43,015.49","4,86,030.99",Transport
25-Aug-20,Transfer,"1,76,425.50",00.00,"6,62,456.49",Transport
25-Aug-20,IMPS,00.00,"3,31,228.25","3,31,228.24",Transport
25-Aug-20,Reversal,"1,43,443.00",00.00,"4,74,671.24",Transport
25-Aug-20,Transfer,04.00,00.00,"4,74,675.24",Transport
25-Aug-20,Transfer,00.00,"2,37,337.62","2,37,337.62",Transport
25-Aug-20,Commission,"3,768.00",00.00,"2,41,105.62",Transport
26-Aug-20,Commission,00.00,"1,20,552.81","1,20,552.81",Transport
26-Aug-20,Interest,"2,870.20",00.00,"1,23,423.01",Transport
26-Aug-20,Purchase,00.00,"12,342.30","1,11,080.71",Transport
26-Aug-20,Purchase,04.40,00.00,"1,11,085.11",Transport
26-Aug-20,Reversal,"28,472.10",00.00,"1,39,557.21",Transport
26-Aug-20,Interest,00.00,"46,519.07","93,038.14",Transport
26-Aug-20,Bill,00.49,00.00,"93,038.63",Transport
26-Aug-20,Cash,00.00,"31,012.88","62,025.75",Transport
26-Aug-20,Reversal,00.00,"10,337.63","51,688.12",Transport
26-Aug-20,Debit Card,04.70,00.00,"51,692.82",Transport
26-Aug-20,ATM,00.00,"25,846.41","25,846.41",Transport
26-Aug-20,Transportellaneous,"53,876.70",00.00,"79,723.11",Transport
26-Aug-20,NEFT,00.00,"11,389.02","68,334.09",Transport
26-Aug-20,RTGS,604.04,00.00,"68,938.13",Transport
26-Aug-20,Tax,05.08,00.00,"68,943.21",Transport
26-Aug-20,NEFT,"1,499.83",00.00,"70,443.04",Transport
26-Aug-20,Interest,00.00,"70,443.04",00.00,Transport
26-Aug-20,Purchase,"1,61,788.70",00.00,"1,61,788.70",Transport
26-Aug-20,NEFT,14.51,00.00,"1,61,803.21",Transport
26-Aug-20,Debit Card,05.00,00.00,"1,61,808.21",Transport
26-Aug-20,Tax,"9,69,973.00",00.00,"11,31,781.21",Transport
26-Aug-20,Bill,"2,164.00",00.00,"11,33,945.21",Transport
26-Aug-20,Transportellaneous,00.00,"3,77,981.74","7,55,963.47",Transport
26-Aug-20,Tax,00.00,"1,25,993.91","6,29,969.56",Transport
26-Aug-20,Tax,"1,016.40",00.00,"6,30,985.96",Transport
26-Aug-20,Transfer,47.48,00.00,"6,31,033.44",Transport
26-Aug-20,Cash,"69,776.19",00.00,"7,00,809.63",Transport
26-Aug-20,Reversal,00.00,"1,16,801.61","5,84,008.02",Transport
26-Aug-20,Transfer,00.00,"97,334.67","4,86,673.35",Transport
26-Aug-20,Tax,00.00,"48,667.34","4,38,006.01",Transport
26-Aug-20,Interest,"2,135.62",00.00,"4,40,141.63",Transport
26-Aug-20,Cheque,00.00,"4,40,141.63",00.00,Transport
26-Aug-20,Debit Card,01.30,00.00,01.30,Transport
26-Aug-20,Interest,00.00,00.65,00.65,Transport
26-Aug-20,ATM,"1,955.00",00.00,"1,955.65",Transport
26-Aug-20,NEFT,00.00,"1,955.65",00.00,Transport
26-Aug-20,NEFT,"19,096.00",00.00,"19,096.00",Transport
26-Aug-20,Tax,00.00,"6,365.33","12,730.67",Transport
26-Aug-20,Cash,02.00,00.00,"12,732.67",Transport
26-Aug-20,Cheque,"1,43,963.30",00.00,"1,56,695.97",Transport
26-Aug-20,Commission,07.00,00.00,"1,56,702.97",Transport
26-Aug-20,NEFT,00.00,"39,175.74","1,17,527.23",Transport
26-Aug-20,Reversal,00.00,"29,381.81","88,145.42",Transport
26-Aug-20,Interest,184,00.00,"88,329.42",Transport
26-Aug-20,Commission,938,00.00,"89,267.42",Transport
26-Aug-20,Tax,00.00,"17,853.48","71,413.94",Transport
26-Aug-20,Bill,"1,78,381.00",00.00,"2,49,794.94",Transport
26-Aug-20,Commission,00.00,"24,979.49","2,24,815.45",Transport
26-Aug-20,Tax,00.00,"22,481.55","2,02,333.90",Transport
26-Aug-20,IMPS,59,00.00,"2,02,392.90",Transport
26-Aug-20,Bill,"19,213.10",00.00,"2,21,606.00",Transport
26-Aug-20,Interest,00.00,"22,160.60","1,99,445.40",Transport
26-Aug-20,IMPS,00.00,"33,240.90","1,66,204.50",Transport
26-Aug-20,Cheque,470.15,00.00,"1,66,674.65",Transport
26-Aug-20,NEFT,00.00,"1,66,674.65",00.00,Transport
26-Aug-20,NEFT,"1,810.10",00.00,"1,810.10",Transport
26-Aug-20,Cheque,"30,822.00",00.00,"32,632.10",Transport
26-Aug-20,Transfer,"2,40,016.00",00.00,"2,72,648.10",Transport
26-Aug-20,Transfer,99.99,00.00,"2,72,748.09",Transport
26-Aug-20,Cheque,00.00,"38,964.01","2,33,784.08",Transport
26-Aug-20,Tax,"3,722.01",00.00,"2,37,506.09",Transport
26-Aug-20,Purchase,00.00,"79,168.70","1,58,337.39",Transport
26-Aug-20,Bill,00.00,"15,833.74","1,42,503.65",Transport
26-Aug-20,Cheque,"1,350.30",00.00,"1,43,853.95",Transport
26-Aug-20,IMPS,06.20,00.00,"1,43,860.15",Transport
26-Aug-20,RTGS,"2,043.30",00.00,"1,45,903.45",Transport
26-Aug-20,Commission,25.5,00.00,"1,45,928.95",Transport
26-Aug-20,Transportellaneous,00.00,"36,482.24","1,09,446.71",Transport
26-Aug-20,Reversal,"2,03,959.12",00.00,"3,13,405.83",Transport
26-Aug-20,Transportellaneous,00.00,"1,56,702.92","1,56,702.92",Transport
26-Aug-20,Transportellaneous,00.00,"39,175.73","1,17,527.19",Transport
26-Aug-20,Commission,"9,085.79",00.00,"1,26,612.98",Transport
26-Aug-20,NEFT,00.00,"18,087.57","1,08,525.41",Transport
26-Aug-20,NEFT,00.00,"54,262.71","54,262.70",Transport
26-Aug-20,Debit Card,00.00,"7,751.81","46,510.89",Transport
26-Aug-20,Bill,00.00,"7,751.82","38,759.07",Transport
26-Aug-20,NEFT,62,00.00,"38,821.07",Transport
26-Aug-20,Cash,00.00,"4,313.45","34,507.62",Transport
26-Aug-20,Transfer,785.38,00.00,"35,293.00",Transport
27-Aug-20,RTGS,88,00.00,"35,381.00",Transport
27-Aug-20,Reversal,00.00,"3,538.10","31,842.90",Transport
27-Aug-20,ATM,"15,816.30",00.00,"47,659.20",Transport
27-Aug-20,ATM,00.00,"5,957.40","41,701.80",Transport
27-Aug-20,Bill,00.00,"8,340.36","33,361.44",Transport
27-Aug-20,Bill,"2,214.00",00.00,"35,575.44",Transport
27-Aug-20,NEFT,00.00,"5,082.21","30,493.23",Transport
27-Aug-20,Interest,00.00,"3,049.32","27,443.91",Transport
27-Aug-20,NEFT,09.54,00.00,"27,453.45",Transport
27-Aug-20,IMPS,00.00,"6,863.36","20,590.09",Transport
27-Aug-20,NEFT,272,00.00,"20,862.09",Transport
27-Aug-20,Bill,00.00,"2,980.30","17,881.79",Transport
27-Aug-20,Commission,27.41,00.00,"17,909.20",Transport
27-Aug-20,Bill,"25,223.42",00.00,"43,132.62",Transport
27-Aug-20,NEFT,00.00,"43,132.62",00.00,Transport
27-Aug-20,NEFT,01.85,00.00,01.85,Transport
27-Aug-20,Tax,00.00,00.31,01.54,Transport
27-Aug-20,Debit Card,00.00,00.19,01.35,Transport
27-Aug-20,Tax,00.00,00.27,01.08,Transport
27-Aug-20,Cheque,"1,31,849.00",00.00,"1,31,850.08",Transport
27-Aug-20,NEFT,00.00,"43,950.03","87,900.05",Transport
27-Aug-20,Cash,00.00,"29,300.02","58,600.03",Transport
27-Aug-20,NEFT,456.29,00.00,"59,056.32",Transport
27-Aug-20,Transfer,00.00,"6,561.81","52,494.51",Transport
27-Aug-20,NEFT,00.00,"26,247.26","26,247.26",Transport
27-Aug-20,Cheque,00.00,"5,249.45","20,997.81",Transport
27-Aug-20,Transfer,"3,031.00",00.00,"24,028.81",Transport
27-Aug-20,Interest,00.00,"2,669.87","21,358.94",Transport
27-Aug-20,IMPS,00.00,"5,339.74","16,019.20",Transport
27-Aug-20,Cash,40.87,00.00,"16,060.07",Transport
27-Aug-20,IMPS,00.00,"5,353.36","10,706.71",Transport
27-Aug-20,Bill,"30,108.38",00.00,"40,815.09",Transport
27-Aug-20,Debit Card,"1,83,150.00",00.00,"2,23,965.09",Transport
27-Aug-20,Cheque,"1,69,834.20",00.00,"3,93,799.29",Transport
27-Aug-20,Transportellaneous,00.00,"3,93,799.29",00.00,Transport
27-Aug-20,Reversal,247.9,00.00,247.9,Transport
27-Aug-20,Purchase,58,00.00,305.9,Transport
27-Aug-20,ATM,"3,746.00",00.00,"4,051.90",Transport
27-Aug-20,Transportellaneous,252.9,00.00,"4,304.80",Transport
27-Aug-20,Cheque,00.00,478.31,"3,826.49",Transport
27-Aug-20,Cash,00.00,956.62,"2,869.87",Transport
27-Aug-20,IMPS,00.00,"1,434.94","1,434.94",Transport
27-Aug-20,Bill,174.17,00.00,"1,609.11",Transport
27-Aug-20,Transportellaneous,"77,265.20",00.00,"78,874.31",Transport
27-Aug-20,Interest,38,00.00,"78,912.31",Transport
27-Aug-20,Bill,07.00,00.00,"78,919.31",Transport
27-Aug-20,Tax,01.00,00.00,"78,920.31",Transport
27-Aug-20,RTGS,"25,608.56",00.00,"1,04,528.87",Transport
27-Aug-20,Bill,37,00.00,"1,04,565.87",Transport
27-Aug-20,IMPS,00.00,"10,456.59","94,109.28",Transport
27-Aug-20,Debit Card,00.00,"10,456.59","83,652.69",Transport
27-Aug-20,Commission,00.00,"13,942.12","69,710.58",Transport
27-Aug-20,Transfer,00.00,"13,942.12","55,768.46",Transport
27-Aug-20,Interest,00.00,"7,966.92","47,801.54",Transport
27-Aug-20,Cash,00.00,"47,801.54",00.00,Transport
27-Aug-20,NEFT,341.16,00.00,341.16,Transport
27-Aug-20,NEFT,07.36,00.00,348.52,Transport
27-Aug-20,Transportellaneous,00.00,348.52,00.00,Transport
27-Aug-20,Debit Card,474.08,00.00,474.08,Transport
27-Aug-20,RTGS,00.00,59.26,414.82,Transport
27-Aug-20,Bill,00.00,51.85,362.97,Transport
27-Aug-20,Transportellaneous,00.00,36.3,326.67,Transport
27-Aug-20,IMPS,00.00,108.89,217.78,Transport
27-Aug-20,ATM,39.15,00.00,256.93,Transport
27-Aug-20,Purchase,00.00,64.23,192.7,Transport
27-Aug-20,Transportellaneous,"18,51,946.00",00.00,"18,52,138.70",Transport
27-Aug-20,IMPS,23.53,00.00,"18,52,162.23",Transport
27-Aug-20,NEFT,00.00,"3,08,693.71","15,43,468.52",Transport
27-Aug-20,NEFT,00.00,"15,43,468.52",00.00,Transport
27-Aug-20,Reversal,22.77,00.00,22.77,Transport
27-Aug-20,Commission,00.00,11.39,11.38,Transport
27-Aug-20,Cheque,00.00,03.79,07.59,Transport
27-Aug-20,RTGS,00.00,00.84,06.75,Transport
27-Aug-20,Interest,00.00,02.25,04.50,Transport
27-Aug-20,Interest,00.00,04.50,00.00,Transport
27-Aug-20,Interest,08.00,00.00,08.00,Transport
27-Aug-20,Bill,"2,57,850.16",00.00,"2,57,858.16",Transport
27-Aug-20,IMPS,00.00,"1,28,929.08","1,28,929.08",Transport
27-Aug-20,RTGS,"76,143.84",00.00,"2,05,072.92",Transport
27-Aug-20,Cheque,00.00,"51,268.23","1,53,804.69",Transport
27-Aug-20,Purchase,00.00,"1,53,804.69",00.00,Transport
27-Aug-20,Tax,07.00,00.00,07.00,Transport
27-Aug-20,Bill,19,00.00,26,Transport
27-Aug-20,Tax,00.00,08.67,17.33,Transport
27-Aug-20,Reversal,00.00,02.48,14.85,Transport
27-Aug-20,RTGS,"24,661.00",00.00,"24,675.85",Transport
27-Aug-20,ATM,"1,18,041.00",00.00,"1,42,716.85",Transport
27-Aug-20,Bill,00.00,"23,786.14","1,18,930.71",Transport
27-Aug-20,Purchase,02.68,00.00,"1,18,933.39",Transport
27-Aug-20,Bill,11.2,00.00,"1,18,944.59",Transport
27-Aug-20,Cash,00.00,"23,788.92","95,155.67",Transport
27-Aug-20,Cheque,00.00,"9,515.57","85,640.10",Transport
27-Aug-20,NEFT,23.4,00.00,"85,663.50",Transport
27-Aug-20,Bill,00.00,"10,707.94","74,955.56",Transport
27-Aug-20,Debit Card,00.00,"9,369.45","65,586.11",Transport
27-Aug-20,RTGS,00.00,"65,586.11",00.00,Transport
